student,coursecode,ratings
42,GEOG2131,4.2
113,MATH2404,4.7
63,GOVT3178,3.9
43,LITS1007,3.6
71,CHEM2402,2.1
29,MATH3421,3.8
183,CLTR2506,4.3
70,PORT0101,2.6
115,MGMT2026,1.8
16,CHEM3212,1.2
33,LING2701,4.1
118,SOWK2008,1.8
64,LIBS2103,3.4
198,FILM1820,1.9
128,LITS3205,1.5
59,LITS2606,4.3
200,CLTR3506,2.7
132,MGMT3089,4.3
15,STAT2002,2.6
146,CHEM3621,1.7
131,LING3399,3.5
44,BIOC1021,3.8
7,MICR3216,3.1
78,CHIN3002,1.5
17,LING2001,2.3
90,ZOOL3410,3.2
140,HIST2304,2.8
60,ACCT3043,3.1
65,JOUR2801,3.8
84,LISB2502,4.9
157,PHYS3565,2.5
37,ECON2024,2.7
155,LIBS2703,4.8
192,SPAN1402,4.9
149,BOTN3401,1.9
18,MATH1141,2.2
64,JOUR3801,3.2
196,LING2204,3.9
134,PHIL2006,2.9
33,PHIL3510,1.2
132,HIST3008,3.5
74,PHYS2296,1.1
11,HIST2301,1.9
87,SOWK2007,3.1
126,CLTR2705,4.4
184,LING3303,1.3
90,MUSC3002,1.5
112,MATH2411,1.3
180,CHEM3512,2.9
99,SOWK3009,3.8
148,PHIL3099,3.9
112,COMM3921,1.7
40,GEOG2132,1.3
145,HIST2104,4.9
10,PHIL3018,5
168,LING3202,2.2
1,LITS3001,2.8
20,FREN1001,2.8
1,PHYS0411,4.9
189,CLTR2705,4.8
96,GOVT3033,3.7
154,PHYS0422,2.4
156,MDIA3001,3.8
99,GOVT3050,3.8
189,ZOOL2403,3.7
162,BIOL2402,4
122,JAPA2001,3
78,HIST3614,4.1
60,COMM3248,1.8
119,BOTN3404,2.8
29,GEOG1132,1.4
120,FILM2826,3.6
105,BIOL3409,2
31,HIST2103,2.4
157,BIOC2022,4.1
185,MGMT2008,1.1
164,GEOG1132,2.2
38,PHIL3026,3.5
13,GOVT3039,3.5
149,HIST3008,3.8
56,ZOOL3408,2.4
49,ECON3034,2.7
66,SOWK2002,4.2
44,MATH3403,2
174,CHEM0902,2.6
99,GEOG3334,2.1
61,GEOL3105,2.3
94,LIBS2104,3.8
35,HIST3301,1.1
158,MATH0100,3.1
110,HIST2103,4.3
155,CHEM3110,1.3
190,LIBS2103,1.8
35,FREN0101,2.1
39,HIST1801,4.1
78,COMM3000,2.7
10,GOVT3011,1.1
107,GOVT2037,3.2
152,FREN1304,4.6
152,HIST3901,3.1
177,ECON2023,2
21,LING2402,4
25,PHIL3510,4.8
140,PHYS2351,1.3
167,ACCT2014,2.8
96,LIBS1003,2
106,GOVT3033,1.8
10,SPAN3002,4.5
63,HIST2103,4.4
20,LITS2706,2.7
126,HIST3008,2.4
167,GEOG2132,3.3
96,GOVT3039,3.7
141,PHIL3510,3.7
144,SPAN1002,3.9
24,IMCC3701,3
73,CHEM2512,1.4
179,ECON2010,2.8
132,CHIN1001,1.2
7,LITS3601,1.8
151,ECON3005,4.1
50,IMCC2801,4
184,HIST3013,2.2
47,LIST3317,2.1
83,SOWK2022,1.5
197,GGE03231,1.4
82,MATH3803,1.5
179,LIBS2301,1.1
36,CLTR3903,2.4
167,ZOOL3403,3.1
96,LING2002,1.9
131,CLTR1005,1.2
114,GEOG3131,1.2
80,LITS3203,2.8
29,STAT3003,4.3
164,GOVT3038,3.1
153,FILM2824,2
12,GOVT1012,4.9
151,HIST1703,3.4
190,MATH2421,4.3
153,LING1401,4.7
24,HIST2006,2.3
123,GOVT3115,1.7
99,ELET2480,3.5
116,GEOL3105,1.8
152,CLTR2524,2.5
77,MICR3216,3.2
19,ECON3073,2.3
127,HIST2006,1.2
18,GOVT1012,3
187,CLTR2705,2.3
20,ECON3011,4.1
26,PHYS2300,3.7
43,CHEM3212,4.9
134,MATH1151,2.2
162,LIST3504,1.3
22,ECON3051,2.4
109,MGMT3037,2.7
159,LITS3701,1.3
38,GOVT2006,4.8
115,ELET2430,2.2
115,BIOT3116,4.6
90,SPAN2108,2.9
137,LIBS1502,1.2
145,MDIA2005,4.2
42,,4.8
45,SPAN3502,1.6
67,GOVT1013,4.1
49,PHIL2602,4.5
158,MUSC2007,4.2
31,MICR3215,1.9
125,BIOL2312,2.7
188,GGEO3232,4.2
19,MDIA1005,3.5
93,GOVT3115,1.4
141,PHIL2005,4.5
115,BIOC3014,4.1
13,GOVT3051,3.9
52,MATH1152,1.5
157,MDIA2006,4.7
73,COMM5910,2
23,MGMT3046,2.5
170,BIOT3114,3.1
8,SOWK2001,3.7
25,HIST3003,2.6
147,ECON2000,1
29,CHEM3213,4.9
130,MDIA1005,2.6
164,MATH3155,4.9
126,FREN3118,3.4
165,CHEM2402,1.8
126,MT2021,1.4
128,ECON3069,3.8
2,ECON2009,4
104,LING2301,2.1
60,ECON3069,1.9
41,MATH3423,4.6
193,SPAN3501,2.3
142,GOVT3170,4.9
93,LIBS2104,1.4
131,SOWKMDIA3004,2.2
53,LIST3319,3.7
169,GOVT2054,3.2
8,MICR3215,4.1
71,CLTR2018,3.2
31,ELET2430,4.4
52,LING1002,1.6
126,MDIA2004,3.2
182,ELET2480,3.9
22,LANG3101,1.3
53,CHIN2214,2.5
17,MGMT3057,1.9
25,FILM1810,4
60,CHEM2011,2.3
142,ACCT2019,3.5
42,ELET2450,3.3
45,MGMT3017,2.3
50,MATH3806,4.8
140,LITS2503,3.5
60,PHYS3395,1.3
116,ECON2010,4.5
170,STAT2001,4.1
99,CHIN2001,4.4
27,MGMT2023,2.1
106,BIOC3014,3.1
156,LITS3601,1
142,TOUR3000,1.6
161,HOTL3001,3
4,BIOC3014,2.3
32,COMM3248,3
161,PHIL2005,1
81,ELET3430,3.6
171,GOVT2017,3.3
162,SPAN2302,1.5
43,MATH3414,4.1
51,CHEM2410,4.8
62,LITS1001,3.4
178,LITS2906,2
197,PHYS1412,1.5
65,SPAN0102,3.5
170,ECON3011,4.7
49,LITS2706,2.8
72,PHYS3300,4.3
198,JAPA3001,4.5
44,LING2920,4.6
188,PHYS2296,3.6
174,SPAN2705,1
43,MGMT2020,2.5
165,LIBS3801,2.5
134,CLTR3507,1.3
175,GEOG3333,4.5
13,MUSC3300,2.6
49,GOVT2004,4.3
134,LITS2806,1.8
70,LING2920,4.4
163,BIOL2405,3.2
75,MICR3213,3.7
133,LITS3701,1.8
139,CHIN3002,4.4
159,ECON3072,2.5
7,LITS3113,3.3
42,SOWK2107,3.1
41,ELET3440,4.6
41,GEOL3105,2.2
164,MATH3414,1.6
192,ACCT3106,1.7
134,LITS2603,2.7
195,HIST1505,2.5
19,LITS1006,3.1
69,BIOL1262,1.8
15,LING3202,4.7
14,GGEO3401,3
93,MDIA2006,3
195,MATH2230,1
31,CLTR3501,1.8
93,MICR2211,2.1
151,ELET3430,3.7
185,ECON3006,1.1
24,CLTR1803,4.1
29,CLTR1001,1.3
149,CHEM2511,1.9
111,MGMT3063,2.6
154,ECON2020,3.7
23,MGMT3089,2.6
160,CLTR3516,3.3
2,PHYS3561,3.2
147,ACCT3043,3.2
47,GOVT3180,2
99,HIST3305,2.4
154,LITS3103,4.5
150,PHIL1001,3.7
144,LANG3101,1.7
138,PHYS1412,4.5
196,HIST2804,4.2
170,CHEM3110,4.5
12,SOWK2005,4.2
117,COMM3901,3
72,HIST2804,1.5
18,MATH3801,4.5
64,HIST3203,4
93,GOVT2004,1.1
29,BIOL3017,2.2
49,GEOG1231,3.4
153,CHEM3313,2.2
177,ACCT2019,1.6
92,ELET3600,2.4
41,GOVT2269,3.2
116,PHIL2004,2.6
76,MATH1141,1.3
28,MDIA3004,2.3
69,MGMT2020,3.1
120,LITS3111,1.5
75,PHIL2601,3.7
159,MATH2431,2.5
185,ZOOL3405,1.7
4,IMCC2601,1.3
105,BIOT3114,4.3
162,SOWK3030,2.2
162,BIOL2405,4.1
31,ZOOL3406,3.1
182,FILM3901,2.7
163,HIST3014,3.3
153,IMCC3199,1.8
55,MKTG3070,2.2
116,CHEM3311,1.1
176,CLTR3803,2.3
68,MUSC1100,3.6
79,AGLS3001,4.7
166,MDIA1005,2.4
8,IMCC3701,3.6
157,BIOL3312,2.6
172,CLTR2605,1.7
85,ELET3480,3.4
3,LITS2103,4
96,HIST1304,3.7
69,AGCP3406,2
5,ELET3450,3.7
111,HIST3310,3
179,ECON3011,4.2
124,GEOL1103,2.6
173,PHIL3018,1.7
86,GEOG3430,3.5
47,CLTR1001,1
49,LING2821,3.3
119,MDIA2005,4.8
4,ACCT1002,4
64,MATH1185,3
121,PHIL2004,4.8
39,MATH3423,4.3
169,BOTN3405,1.4
80,GGEO3401,2
172,GEOL2201,3
150,SOWK2004,2.7
57,CLTR3510,3.6
35,HIST3008,4
149,GOVT3051,2.4
116,ZOOL2403,4.8
24,PHIL3026,2.5
152,JOUR1001,3.8
192,LING3399,4.3
102,JAPA1001,4.7
191,CHEM3011,1.6
39,LITS2103,4
28,LIST3714,1.6
64,MICR2211,3.3
108,ZOOL3410,3.9
95,CHEM2512,3.4
84,MATH2230,2.4
25,MATH3801,3.7
5,TOUR3000,3.2
36,LIBS1003,4.6
118,CLTR3506,3.1
160,PHIL2902,4.8
156,FREN1304,4.3
129,PHYS1412,1.2
32,MGMT3057,1.4
86,CLTR1803,3.2
109,MATH3425,4.9
174,MATH3411,1.1
121,GOVT1008,1
52,LING2302,2.8
96,CLTR3516,3.8
48,BIOL3312,2.3
64,LIST3319,2.5
43,MGMT1002,1.9
74,COMM2901,3.9
84,PHYS3671,5
40,PHYS3351,3.9
79,BIOT3114,3
4,GOVT3114,1.4
133,TOUR2002,3.2
125,ECON3008,1.1
62,ECON2003,4.2
61,LING3399,3.3
178,MGMT2224,4.7
184,LIBS3801,4.6
99,COMM3428,3.8
124,BIOL2312,5
162,CHIN3002,4.7
40,HIST3902,3.6
92,HIST3014,1.5
67,PHIL2602,1.8
130,HIST3601,4
80,PHIL2006,2.4
178,HIST3013,1.7
9,HIST3901,1.5
146,CLTR2605,3.5
106,HIST3801,4.3
72,PHIL2006,1.4
91,GEOL2204,3.3
187,PHIL2701,4.5
107,IMCC3901,2.1
176,BIOL1018,4.6
184,SOWK2022,3.9
64,MATH3424,2.5
2,ZOOL3406,2.7
126,CHEM3212,2.4
36,HIST3407,1
109,MICR3216,4.8
78,GEOG1132,3.2
129,CLTR1803,3.3
2,CLTR2506,4.5
112,MATH1141,2.1
186,GOVT2070,2.8
68,CHEM3312,1.8
99,ACCT3039,5
178,ECON1004,1.1
99,GOVT2046,3.8
94,MATH2701,3.5
98,GEOL1101,4.3
151,MGMT3021,4.5
51,PHIL3510,3.9
165,CLTR3507,2.2
75,PHIL1004,5
94,BIOL3409,2.6
38,HIST1901,2.2
185,ELET2470,1.1
94,LING1001,4.4
156,MGMT3069,4.7
102,ECON3008,3.1
185,GOVT3170,2.6
168,SPAN2302,1.8
2,CLTR1001,4.2
180,ACCT2014,4.1
182,GEOL1103,3.5
172,MDIA3001,2.5
151,MGMT224,3.4
117,ACCT3044,1.8
69,CHEM3010,3
85,ECON1012,4.6
57,MGMT3051,2.1
106,LITS2304,1.1
152,GEOG1132,1.5
50,GOVT1012,2.4
70,BOTN3403,4.8
168,SOWK2107,4.6
114,FREN1001,3
104,ECON2020,1.4
92,ECON2008,1.8
82,HIST1505,3.5
154,FREN3118,2.6
157,MGMT2029,2.1
11,MATH2701,4.1
138,STAT2004,1.1
80,MGMT1424,1.9
124,MGMT3101,2
183,JOUR2401,2.5
141,MGMT3089,3.3
63,CHEM2510,2
165,FREN2214,2.3
91,MATH1142,2.7
21,CLTR3510,2.9
43,MATH1142,1.7
55,MICR3213,2.5
96,GEOL3107,1.1
64,HIST3310,4.1
135,HIST1407,2.3
90,PHIL2005,4.2
143,IMCC2601,3.4
72,HIST3610,2.5
181,PHYS3351,2.2
155,BOTN3407,1.3
19,FREN1304,4.5
135,BIOT3116,4.1
132,HIST3614,3.4
121,LITS3806,4.2
105,HIST3901,4.3
11,SPAN3501,5
83,MGMT3231,1
2,ZOOL3406,4.1
121,PHIL2701,2.5
191,CHIN2214,4.1
18,MDIA1004,4.7
170,MUSC1100,3.8
157,LITS3205,3.4
26,GOVT3070,4.3
96,COMM3399,4.3
27,BIOL3313,2.1
12,ELET2470,3.7
154,LITS2604,3.7
193,CLTR2501,3
56,MATH3411,1.3
129,AGLS3001,2.5
114,COMM3910,2.2
84,SPAN2108,3.1
28,BIOL3406,4.1
189,MGMT3061,4.7
173,SPAN3702,4.4
108,PHIL2601,2.5
93,LITS3806,4.8
103,MGMT3090,4.7
144,HIST2801,4.1
153,MICR3215,4.3
27,ECON3051,2.6
1,LING1002,2.2
141,SPAN3703,2.5
89,MATH2420,4.1
3,HIST3901,3.5
61,HIST3008,4.7
130,CHEM2402,4.5
61,GOVT2260,2.9
162,CHEM3112,4.3
38,GOVT2036,1.8
54,LANG2003,2.8
41,COMM3921,1.7
4,LITS3601,4.2
127,LITS3701,4.5
192,MGMT3017,5
12,PHIL3012,2
25,HIST3021,2.6
33,MGMT3048,2.9
98,CLTR2518,3.1
141,HIST3011,2.5
186,MGMT2224,4.7
153,HIST3025,4.2
102,PHYS2396,2.9
184,CHEM3010,2.2
165,MATH2702,1.9
143,HIST1703,3.9
25,ACCT2019,4.5
132,LIBS2702,2.9
23,HIST3019,4.7
29,TOUR3000,1.3
49,LIBS1003,4.6
147,MGMT2029,2.6
49,COMM5201,2
93,PHYS2561,4.9
154,BIOC3413,2.6
17,LITS1002,3
109,LITS2111,1.5
184,TOUR2002,1.9
44,CLTR3507,3.6
82,MGMT3017,2.5
6,COMM2324,3.1
100,LITS2603,3.3
118,CHEM2011,2.2
10,HIST3013,3.1
93,TOUR2002,3.9
162,BIOL2405,2.4
135,LITS3701,1.9
191,CLTR1005,1
93,CLTR2018,4.2
167,ECON2002,2.7
42,FILM3820,1
17,GOVT2177,2.3
129,LIBS2301,1.6
109,ACCT3039,1.8
40,LITS1003,2.6
181,SPAN3714,1.9
170,FREN2001,3.3
132,BIOL3312,2.1
11,MICR3213,1.4
89,CHEM1901,2.8
92,MDIA1006,2
86,ACCT2017,1.3
171,CHEM3313,3
77,PHYS3351,3.4
3,SPAN2302,3
173,HIST3310,4.7
185,LIBS3007,1.8
130,GOVT3055,3.6
52,MGMT3089,2
30,HIST2006,1.8
99,SPAN1402,1.4
184,HIST3025,2.5
89,LITS3113,4.1
27,LITS2906,3.5
32,ECON3049,4.4
29,SOWK3010,3.4
60,MDIA2003,3.5
110,MATH3421,1
27,LIST3504,1.4
58,CHEM2211,3.3
44,BIOL1262,3.1
115,ZOOL3409,2.8
128,HIST3601,3.8
12,GOVT1013,4
133,BIOT3114,3.9
49,MT2021,3.2
90,GGEO3332,1.4
75,SOWK2021,2
103,STAT3002,3.1
198,SOWK3009,3.5
107,ACCT2015,1.1
63,CHEM2011,4.4
72,BIOC3013,4.1
117,MDIA3004,4.4
156,MATH2411,1.9
117,IMCC2801,4.7
140,COMM3901,4.8
182,ZOOL3406,1.9
33,ECON1004,3.8
149,GOVT1001,2
186,ELET2470,2.9
199,BIOC3011,2.5
61,PHIL3099,4.2
140,CHEM3711,1
60,GEOL2202,4.6
131,MICR2211,1.6
139,GEOG2231,4.7
124,BIOL2405,2.1
172,CHEM2511,2.2
12,LIBS1201,3.5
7,GOVT2260,3.8
5,GOVT3118,3.4
55,HIST2304,3.2
164,HIST1703,4.1
192,MGMT2023,1.7
182,FILM2824,2.4
113,SOWK2008,4.2
6,SPAN2008,3.3
103,MATH3423,2.6
100,FILM2826,1.7
135,LITS3111,1.6
110,MATH2702,2.3
10,MATH3803,1.3
158,HIST3019,2.3
162,GEOL1104,1
25,MGMT2020,2.1
68,CLTR2524,3.3
17,GGEO2233,1.9
103,SPAN1001,3.3
111,MUSC3002,1.2
23,CHIN3001,4.9
28,LIBS3702,3.8
18,ECON1003,3.7
29,MATH1180,3.2
152,MATH2702,4.2
32,MATH1185,3
41,PHIL2025,3.6
83,LITS2111,2.6
198,MDIA3005,4.8
45,LIST3714,3.1
88,MDIA3001,4
14,ECON3011,4.2
42,ZOOL3407,3.4
95,FREN3508,1.6
88,PHYS3341,4.2
178,FREN3507,3.8
200,GOVT2012,2.6
19,PHYS0421,3.6
124,FILM1810,4.2
67,BIOC3011,4.6
44,CHEM2111,3.2
21,LITS2604,2.2
37,FREN3502,2.8
53,BIOL3313,1.3
33,LIST3504,1.6
164,ECON3034,3.8
164,MATH1141,1.6
77,CLTR3507,2.6
165,CLTR3501,4.4
84,HIST3610,3.4
28,LITS2103,2.7
41,HIST3614,1.2
112,GOVT1001,2.3
45,ZOOL3407,3.6
129,MATH1185,2.9
195,GOVT2017,1.4
53,ZOOL3408,1.2
160,HIST2801,1.3
111,GEOG1231,1.7
134,BOTN2401,4.6
35,CHEM3711,4.1
68,ACCT2014,4
178,BOTN3401,1.1
71,BIOL3312,4.3
155,COMM5001,2.1
159,JOUR2301,2
195,LING2821,1.8
134,MGMT3089,2.4
183,MATH3402,2
134,PHYS1411,1.4
136,SOWK2006,2.4
45,MATH2230,3.4
101,CHEM3510,2.7
37,LITS1003,2.4
127,MDIA2003,4.7
135,GEOG1231,4.1
39,LISB2502,3.3
87,PHIL3006,3.4
95,MGMT3066,2.3
85,GOVT2177,2.3
184,CHEM2402,4.9
158,FREN3507,2.5
180,FREN2002,2.4
105,GOVT2007,3.8
192,ECON1005,1.1
49,LIBS1003,1.8
101,MGMT1002,1.4
152,BIOL3312,4.9
106,LITS2201,1.7
8,MICR3216,4.5
97,CLTR2705,2.3
56,MATH2701,4.8
87,LIST3505,2.1
139,MGMT3046,4.9
36,MGMT3022,3.8
93,HIST3013,2.5
24,BIOL3409,1.1
79,BOTN3401,1.9
141,LIBS3901,1.7
164,SOWK3000,4.5
136,ZOOL3409,4.5
92,GEOG1231,1.3
118,PHYS0421,3.7
195,GEOL2205,5
57,PHIL2701,4.5
175,LIBS3901,4.8
95,MGMT3062,4.3
198,GOVT3180,4.4
153,ECON3016,3.1
46,GOVT3170,1.5
97,ECON3034,2.1
32,ECON3016,1.1
87,BOTN3404,2.1
73,CLTR3905,1.2
52,GEOL3105,3
190,ZOOL3407,3.3
8,PHIL3803,4.9
177,PHIL3099,4.7
195,MICR1010,1.4
127,ECON2001,2.9
130,FILM1820,4.9
102,BIOT3113,4.6
77,COMP1127,4
41,COMP1161,4
13,SWEN3145,1
79,COMP2170,3
6,INFO3105,1
55,COMP3191,4
59,COMP1127,3
24,COMP1127,1
1,COMP1210,5
66,INFO3170,3
10,COMP2130,4
51,INFO3435,1
53,COMP3101,4
9,INFO3170,3
35,COMP3270,2
97,COMP3801,1
10,COMP2211,3
26,INFO3180,2
57,COMP3191,5
65,INFO3155,3
69,COMP3220,2
42,COMP1161,4
64,COMP3911,4
91,COMP2211,2
7,INFO3180,3
10,COMP3702,5
10,INFO2100,1
91,COMP3192,4
24,COMP1210,1
38,COMP2170,2
32,INFO3170,4
13,COMP3220,4
29,COMP2140,2
88,COMP3192,2
93,COMP3101,1
81,COMP2130,2
71,INFO2180,3
88,COMP3101,4
60,SWEN3145,5
3,COMP1127,2
6,COMP3702,2
33,SWEN3165,1
88,SWEN3145,3
36,COMP3912,3
28,COMP3101,2
6,SWEN3130,3
24,COMP3901,3
48,INFO3180,1
86,COMP1220,3
56,COMP1127,5
71,COMP3801,1
73,COMP2140,1
62,COMP2201,2
20,COMP3702,2
40,INFO3110,2
86,INFO3170,5
83,COMP1210,2
22,SWEN3185,3
51,COMP2211,5
41,COMP3220,5
84,INFO3180,4
29,INFO3105,4
98,INFO2110,3
44,COMP3912,1
16,INFO3105,1
41,INFO2110,3
91,INFO3435,4
100,INFO3155,5
97,COMP1210,2
80,COMP3192,3
64,COMP1126,1
61,INFO3105,2
42,COMP1220,2
73,COMP3101,3
58,COMP1127,5
76,COMP1127,4
30,COMP1220,3
29,COMP1210,3
69,SWEN3165,1
72,COMP3911,5
50,INFO3170,4
66,COMP1210,1
82,COMP2211,1
61,COMP2190,5
27,INFO2180,1
33,SWEN3185,4
57,COMP2201,4
14,COMP2140,5
62,INFO2100,2
57,COMP1161,2
55,COMP2211,1
29,COMP2140,3
72,SWEN3165,1
52,COMP1220,1
75,COMP1161,5
16,COMP2201,2
59,COMP3161,2
16,INFO2110,3
95,SWEN3130,4
26,COMP3220,5
3,COMP3702,3
91,SWEN3165,5
23,COMP3801,2
1,COMP3912,2
85,COMP1126,1
71,COMP3652,4
63,COMP3702,5
85,COMP1210,2
49,SWEN3145,1
11,COMP1127,5
25,INFO3435,1
78,COMP3911,2
33,COMP3161,1
55,COMP3912,3
91,SWEN3145,5
89,INFO2100,4
18,COMP2130,3
67,COMP1126,3
95,COMP3161,4
14,COMP3901,3
88,COMP3702,2
86,INFO3155,1
10,COMP1127,5
9,COMP3652,4
76,COMP2130,4
73,COMP2201,2
38,COMP2130,1
98,COMP1127,4
74,COMP3911,3
75,COMP3191,3
84,INFO3170,4
78,COMP1161,1
82,INFO3180,3
72,COMP2140,3
50,COMP2130,4
14,COMP1127,2
52,COMP2190,1
46,COMP3912,3
8,COMP3101,3
3,COMP3911,3
89,INFO3105,1
9,COMP1220,1
97,COMP2201,2
68,INFO2100,4
83,COMP3192,3
72,COMP3191,5
28,COMP1220,1
12,INFO2110,2
27,COMP3191,3
93,SWEN3145,5
4,COMP2211,4
63,SWEN3130,5
61,COMP3220,4
59,COMP1127,4
63,INFO3110,4
17,COMP1161,4
75,COMP2211,4
63,INFO3435,2
8,COMP3801,4
80,INFO3180,3
13,INFO3105,1
61,COMP3912,1
52,COMP2130,1
4,SWEN3130,4
21,COMP2140,1
95,COMP1161,2
82,INFO2110,5
13,COMP1210,4
11,SWEN3290,4
61,COMP3912,2
38,COMP1127,4
1,SWEN3165,3
44,COMP2211,4
31,INFO3110,2
92,COMP3912,3
54,INFO3105,5
29,COMP3161,3
7,SWEN3145,5
45,INFO3180,4
41,COMP3101,2
24,COMP1161,2
62,COMP2190,2
55,COMP3901,5
75,COMP3911,4
53,COMP2211,3
30,SWEN3165,1
15,INFO2110,3
24,COMP2170,3
71,SWEN3185,2
52,SWEN3145,2
7,COMP2170,2
22,INFO3180,5
71,COMP1220,3
7,COMP1210,1
24,SWEN3185,5
40,COMP2140,5
32,COMP3702,2
2,COMP2130,5
77,INFO2100,5
70,COMP1161,3
13,COMP1126,3
18,COMP2190,1
53,COMP3220,5
8,SWEN3130,3
89,COMP2201,2
49,COMP3702,2
53,COMP2130,1
84,COMP3801,2
89,COMP3161,1
24,INFO2180,4
83,COMP1210,1
42,COMP2140,1
86,COMP1220,1
80,INFO3170,1
35,COMP3652,2
26,COMP3192,2
29,COMP2211,1
43,COMP1126,1
60,SWEN3185,5
42,SWEN3165,3
92,COMP2201,3
62,INFO3155,1
75,COMP1127,4
90,COMP1126,4
68,COMP2170,2
4,INFO3155,2
68,INFO3110,2
79,SWEN3130,2
18,SWEN3130,2
96,COMP1126,3
37,COMP2140,4
11,COMP1210,1
21,COMP1161,3
77,COMP1161,5
41,INFO2100,3
75,COMP3220,2
9,COMP3702,4
2,COMP3901,5
25,COMP2201,4
98,COMP3801,4
26,COMP3801,2
20,COMP3911,5
95,INFO2180,2
33,INFO3110,1
41,COMP3801,2
55,COMP3220,5
83,COMP3192,2
41,COMP1220,1
68,COMP3901,3
41,COMP3801,2
83,INFO2180,5
14,COMP2130,3
22,INFO3435,5
65,SWEN3145,5
33,COMP3801,2
39,COMP2130,3
43,INFO3110,5
56,SWEN3130,2
16,COMP1161,2
29,COMP2190,1
26,INFO3170,4
63,INFO3180,4
88,INFO3170,2
64,COMP2340,4
96,INFO2110,1
80,INFO3110,4
88,COMP3911,5
69,COMP3901,1
28,COMP3911,4
33,SWEN3290,4
79,COMP1127,1
19,INFO3155,1
54,COMP3901,5
14,COMP1210,3
9,INFO3170,5
48,COMP2140,2
86,INFO3155,1
2,INFO2100,2
95,COMP3801,1
55,COMP2130,4
64,INFO3435,1
48,COMP2170,4
38,COMP3911,4
59,COMP2130,5
65,COMP2130,3
43,INFO3180,4
97,INFO3155,4
26,INFO3110,2
56,COMP1210,5
60,SWEN3290,1
86,COMP2140,1
34,COMP2170,2
50,INFO2180,5
40,COMP2170,3
76,COMP1127,3
33,COMP3801,4
37,COMP2140,3
56,INFO3105,2
84,COMP3702,1
87,COMP1126,3
87,COMP2201,1
97,INFO3180,5
15,INFO3180,3
67,COMP3912,5
41,COMP3702,4
12,COMP1210,3
51,INFO2100,1
29,COMP2340,5
77,COMP2170,3
38,COMP1210,4
54,COMP2140,3
70,INFO3435,1
7,SWEN3165,1
20,INFO2100,2
25,INFO3155,4
21,INFO2180,4
89,INFO2100,4
5,COMP3270,3
67,COMP2140,4
55,INFO3170,1
34,COMP3901,5
54,COMP1127,1
31,INFO2100,3
37,SWEN3290,4
58,COMP3192,2
28,COMP1127,4
11,COMP3270,3
17,COMP3270,1
100,INFO2110,1
80,INFO3435,5
100,COMP3702,5
64,INFO3155,4
1,SWEN3145,5
51,INFO3105,5
75,COMP2201,5
37,INFO3180,3
64,INFO3155,4
56,COMP3161,5
98,COMP2201,1
12,COMP1127,1
30,COMP1220,3
62,COMP3912,5
23,COMP3911,4
22,COMP3270,3
60,SWEN3165,1
81,SWEN3130,2
98,COMP3161,4
30,INFO3435,3
40,COMP3912,3
43,COMP2130,5
83,COMP3220,1
42,COMP3270,4
7,COMP1210,5
3,COMP2201,5
15,INFO3105,2
5,INFO3170,2
73,COMP3220,3
68,COMP2170,2
24,INFO3105,2
82,COMP2190,4
4,SWEN3165,3
50,COMP3192,4
14,COMP1210,2
99,COMP3801,5
75,COMP1126,4
85,COMP3270,2
97,COMP3220,5
99,COMP1127,5
51,INFO3170,4
77,COMP3652,2
66,COMP2211,4
98,COMP3270,5
25,COMP1127,5
1,COMP3901,2
5,COMP2130,4
96,INFO3170,5
87,COMP3192,4
72,COMP1126,5
69,COMP1210,4
83,COMP1126,5
59,INFO3155,5
94,COMP2340,1
15,INFO3435,5
87,SWEN3165,1
9,COMP3191,4
71,COMP3911,1
22,INFO3155,2
26,COMP2140,5
57,INFO3105,5
2,COMP3702,2
56,COMP2140,1
21,COMP3652,3
84,INFO3435,5
1,COMP3702,1
44,COMP1127,5
9,INFO3180,1
85,SWEN3145,5
59,COMP2211,2
4,COMP3911,5
87,INFO3180,5
100,COMP3220,2
12,COMP2170,2
39,COMP2211,4
79,COMP3901,1
86,INFO3435,5
47,COMP3161,4
35,INFO2100,5
23,COMP1161,5
56,COMP2170,5
97,COMP2140,3
80,COMP3702,3
72,INFO3170,5
87,INFO2110,4
67,SWEN3165,4
56,COMP3220,2
10,SWEN3185,2
85,COMP2340,3
93,COMP2201,1
25,COMP1161,3
26,COMP2130,1
39,COMP2130,4
46,INFO3155,1
51,COMP2170,2
61,INFO3435,5
79,SWEN3130,4
1,COMP2201,1
23,COMP2130,1
50,COMP2140,4
15,COMP3901,4
13,COMP1210,1
49,COMP2201,2
20,COMP1127,5
98,INFO2110,2
40,COMP3912,2
90,COMP3911,3
24,INFO3170,3
15,COMP3901,4
9,COMP3912,2
75,COMP1210,3
17,COMP2140,3
56,COMP2130,3
29,COMP3652,5
3,COMP3901,2
4,COMP3801,2
31,COMP3801,2
56,COMP3270,4
96,COMP2211,1
84,COMP2201,2
5,COMP1127,1
19,COMP3911,2
25,INFO3180,5
53,INFO2180,4
61,COMP3911,5
13,INFO2100,1
33,COMP1127,1
82,COMP3101,2
70,COMP3912,1
22,COMP3220,1
99,COMP3220,1
88,COMP3192,2
88,INFO2180,4
96,COMP1220,5
57,COMP2340,1
65,COMP3220,3
21,SWEN3290,2
62,COMP1220,5
89,COMP1126,1
97,COMP3901,2
59,COMP1127,3
3,COMP3911,3
65,COMP3911,3
35,COMP3801,3
